title,text,rating,date_original,year,month,visit_category,language,tokens_count,keywords,id,sentiment_overall,sentiment_score,type,review.review_id,review.title,review.text,review.rating,review.date_original,review.year,review.month,review.visit_category,review.language,review.sentiment.overall,review.sentiment.score,review.tokens_count,review.keywords,data,dtitle,name,source_id,review_id,business_unit,trip_type,author.name,author.country,location.name,location.city,location.country,tour_id,reviews,isFake,fakeReason,data.title,data.text,data.rating,data.date_original,data.year,data.month,data.visit_category,data.language,data.sentiment.overall,data.sentiment.score,data.tokens_count,data.keywords,detailed,año,mes,titulo,texto,calificación,fecha_original,categoría_visita,idioma,conteo_tokens,palabras_clave,sentimiento.general,sentimiento.puntuación,detailed_analysis.step_1_review_id,detailed_analysis.step_2_title,detailed_analysis.step_3_text,detailed_analysis.step_4_rating,detailed_analysis.step_5_date,detailed_analysis.step_6_language,detailed_analysis.step_7_sentiment,detailed_analysis.step_8_tokens_count,detailed_analysis.step_9_keywords,final_output.title,final_output.text,final_output.rating,final_output.date_original,final_output.year,final_output.month,final_output.visit_category,final_output.language,final_output.sentiment.overall,final_output.sentiment.score,final_output.tokens_count,final_output.keywords,a,b,c,d_original,e,f,g,h,l,m,i.j,i.k,tags,reviewer.name,reviewer.country,reviewer.total_reviews,property.property_id,property.property_name,property.brand,property.address,property.stars,property.property_type,stay.check_in,stay.nights_stayed,stay.room_type,stay.num_guests,stay.num_rooms,stay.purpose,stay.travelers,ratings.cleanliness,ratings.comfort,ratings.location,ratings.facilities,ratings.staff,ratings.value_for_money,ratings.wifi,ratings.avg_rating,ratings.max_rating,trip_info.source,trip_info.trip_type,trip_info.device,trip_info.helpful_votes,a2,reviewId,author,authorUrl,authorImage,review,ratingDate,numHelpful,labels,pics,reviewLink,pubdate,is_verified,source,hotel_name,city,country,gfg,gpt,prompt_tokens,completion_tokens,total_tokens,stays,trip_date,trip_composition,stay_duration,languages,version,photos,helpful_count,responses,product_info,reviewer.user_image,reviewer.username,reviewer.url,reviewer.age_group,reviewer.language,reviewer.is_verified,reviewer.contributions,reviewer.location,reviewer.first_review,reviewer.last_review,reviewed.id,reviewed.title,reviewed.description,reviewed.url,reviewed.photo_count,reviewed.location,dates.review,dates.property,dates.collected,duplicated,similarity_score,original_review_id,reviewer_similarity_score,metadata.reviewer_name,metadata.reviewer_location,metadata.reviewer_contribution_count,metadata.reviewer_helpful_count,metadata.reviewer_avatar,stars,date,required,properties.title.type,properties.text.type,properties.rating.type,properties.date_original.type,properties.year.type,properties.month.type,properties.visit_category.enum,properties.language.type,properties.sentiment.type,properties.sentiment.properties.overall.enum,properties.sentiment.properties.score.type,properties.sentiment.required,properties.tokens_count.type,properties.keywords.type,properties.keywords.items.type,a5d5a,gpt4o,total_reviews,detailed_analysis,dtext,drating,ddate_original,dyear,dmonth,dvisit_category,dlanguage,dtokens_count,dkeywords,dsentiment.doverall,dsentiment.dscore,d1e1a2c,t,r,d_o,y,v_c,t_c,k,s.o,s.sc,reviewer,reviewer_city,reviewer_country,dato_original,d11a2b3c,d,dual,message,properties.visit_category.type,properties.sentiment.properties.overall.type,properties.sentiment.properties.score.minimum,properties.sentiment.properties.score.maximum,properties.keywords.minItems,properties.keywords.maxItems,d7e4b1a,a123,titl3,categoria_visita,sentimiento.puntaje,groomer_id,groomer_name,groomer_image_thumb
Such a fun activity,"The tour was so fun! 10/10 recommend! Paola, Cesar, and Joseph were so great and fun! Lots of good information on the food and history of Peru.",5.0,Sep 2025 • Business,2025.0,September,Business,en,27.0,"['fun', 'tour', 'recommend', 'paola', 'cesar', 'joseph', 'great', 'information', 'food', 'history', 'peru']",367,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavors of Peru with great company,"Cesar, Marcos, and Luis were amazing guides giving us a great tour of the Lima food market and peruvian ingredients. We had an amazing time cooking and eating the unique flavors of Peru. Come hungry :-)",5.0,Sep 2025 • Couples,2025.0,September,Couple,en,49.0,"['cesar', 'marcos', 'luis', 'guides', 'lima', 'food', 'market', 'peruvian', 'cooking', 'flavors']",368,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A memorable and bellyful afternoon🤭,"I had an amazing time at the market tour and cooking class, Cesar and Ruth were absolutely wonderful warm, knowledgeable, and made the experience unforgettable. From exploring fresh ingredients to creating delicious dishes, everything was phenomenal. Their kindness and expertise truly made my evening  so special. Highly recommend📌❤️.",5.0,"Written August 29, 2025",2025.0,August,Unknown,en,66.0,"['cesar', 'ruth', 'cooking', 'class', 'market', 'tour', 'delicious', 'dishes', 'experience', 'ingredients']",369,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazing cooking experience in Lima, Peru","Maverick was the best!  Fabulous time, great food, so much fun!  Highly recommended.  Ask for Maverick to be your guide!!!",5.0,Aug 2025,2025.0,August,Unknown,en,28.0,"['maverick', 'cooking', 'experience', 'lima', 'peru', 'food', 'fun', 'recommended', 'guide']",370,positive,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ruth and Cesar were amazing. We cooked a delicious meal together and had so much fun with the other families. Thank you so much!,5.0,Jul 2025,2025.0,July,Family,en,23.0,"['ruth', 'cesar', 'cooked', 'meal', 'families', 'fun', 'amazing', 'thank']",371,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great food and great guide!,"This was our first day in Peru and it was a great introduction to Peruvian food and Lima. Our guide, Cesar was fun and informative. The food was amazing! Percy was the best driver!",5.0,Jul 2025 • Friends,2025.0,July,Friends,en,47.0,"['food', 'peruvian', 'lima', 'guide', 'cesar', 'fun', 'informative', 'amazing', 'percy', 'driver']",372,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incredible learning and eating across Lima and Perú!,"Leonardo and his amazing energy, passion to share about Peruvian culture, food, and language were phenomenal. We tried foods from all regions of Perú, the historical significance as well as the contemporary impact. To learn about the family histories making the foods for 40, 50 or 100 years was also inspirational. Leonardo created a comfy, cohesive group vibe, really important, and was a great teammate with our driver. I appreciated learning more Peruvian phrases as well! You can’t learn and do this much on one’s own in the time we had, totally recommend this to dig deeper and take away greater understanding y appreciation about what, why, how, and when we eat what we do - en Perú!",5.0,Jun 2025 • Solo,2025.0,June,Solo,en,105.0,"['leonardo', 'peruvian', 'food', 'culture', 'language', 'regional', 'history', 'phrases', 'driver', 'learning']",373,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"A day with friends, enjoying, food, dancing, conversation, spectacular and good food, better view of the bay and incomparable treatment, very cute.",5.0,Feb 2025,2025.0,February,Friends,en,31.0,"['friends', 'food', 'dancing', 'conversation', 'spectacular', 'view', 'bay', 'treatment', 'cute']",374,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Since no review_id is provided, one is not required in the output, so it is omitted.",The title 'Great Lima Experience' is already clean and free of HTML or special characters.,"The text is clean, with only minor missing punctuation (space after 'seamlessWe'), but that does not affect content. Full text is preserved.","The rating is given as a string '5'. It is parsed into an integer 5, within the valid range of 1–5.","The date 'Nov 2024 • Couples' is preserved as 'date_original'.
- Year extracted: 2024 → integer.
- Month: 'Nov' → 'November'.
- The category 'Couples' is normalized to 'Couple' as per schema options. 'Friends', 'Solo', etc., and 'Couples' maps to 'Couple'.","The main text is in English (e.g., 'awesome', 'historical information'). Detected language: 'en'.","The review is clearly positive: words like 'awesome', 'seamless', 'beautiful', 'diverse highlights', and excitement about seeing the President's motorcade.
- Overall sentiment: 'positive'.
- Sentiment score estimated at 0.88 due to enthusiastic language and no criticism.",Word count approximation: The text contains about 90 words. Token count set to 90.,"Relevant keywords extracted (lowercase, no accents):
- 'lima' (central location)
- 'tour' (main activity)
- 'marco' (guide name)
- 'awesome' (strong sentiment)
- 'seamless' (experience quality)
- 'couples' (group type)
- 'historical' (content theme)
- 'president' (memorable event)
- 'palace' (notable location)
- 'city' (frequent mention)
Selected up to 10 most relevant: ['lima', 'tour', 'marco', 'awesome', 'seamless', 'couples', 'historical', 'president', 'palace', 'city']",Great Lima Experience,Marco and his team were awesome. Initially there was some confusion on our part as to where we were to depart from but that got clarified and then the tour was seamlessWe were a group of 3 couples so it made hearing the historical information and interacting easy. Lima is a beautiful city and we saw many diverse highlights; including the President’s motorcade returning to the palace!,5.0,Nov 2024 • Couples,2024.0,November,Couple,en,positive,0.88,90.0,"['lima', 'tour', 'marco', 'awesome', 'seamless', 'couples', 'historical', 'president', 'palace', 'city']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing Tour,"We had one day to see Lima and our money was well spent. This tour was amazing in terms of the itinerary and transportation. While other members of our Norwegian Cruise was stuck in small vans, we were comfortable in our air conditioned large van. The tour guides were informative and went out of their way to make us all feel comfortable. We highly recommend.",5.0,"Written January 15, 2024",2024.0,January,Unknown,en,84.0,"['lima', 'tour', 'amazing', 'van', 'transportation', 'guide', 'comfortable', 'recommend', 'itinerary', 'cruise']",376,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wonderful Site Selections, Presentation of them, Service.","My wife and I were on a cruise that stopped in Lima. We found the cruise ship tours did not really cover Lima well, found Discover Lima and booked with them. The group was in a van with two guides, (we had Andrew and Julio) so each stop was with a small group. The Old City stops were great, and we got to see the Inca Market, The Park of Love, and Miraflores as well, all in one comfortable and we'll explained tour. We could all ask questions and get answers both on the ride and walking portions, due to the small size, and this added greatly to the experience. Everyone on the tour enjoyed the whole experience and were congratulating themselves for having found the tour.",5.0,Jan 2020 • Couples,2020.0,January,Couple,en,149.0,"['lima', 'tour', 'discover lima', 'guides', 'andrew', 'julio', 'miraflores', 'inca market', 'park of love', 'cruise']",377,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Day Out in Lima,"We had booked a city tour of Lima with Lima Discovery and our guide Mabel met us at the shuttle bus stop where we transferred to a minibus.Our first stop was a square in the centre of Lima where we stopped to take photos. We drove a bit further then got out of the minibus for a walking tour.We walked to St Peter's church which is built in the style of Seville Cathedral and very beautifully decorated.Then it was a short walk to the church of St Francis. The church used to be a monastery and after viewing the church and the library we went to see the catacombs. These lie beneath the church and house the bones of the monks who died there. Originally the monks were buried in the ground and when their bodies had decomposed they were dug up and their bones were separated and collected into types. They were then displayed in cases and boxes.Leaving the church of St Francis, we walked through the government district to the central square. The tour then stopped at a local restaurant for lunch.After lunch we boarded the minibus again and drove for about 40 minutes to a local artisan market where we bought some souvenirs. Then it was back to the bus. A visit to the Love Park on the coast rounded off a very good tour.",5.0,Apr 2019 • Friends,2019.0,April,Friends,en,257.0,"['lima', 'mabel', 'tour', 'church', 'st', 'francis', 'catacombs', 'minibus', 'lunch', 'market']",378,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima City Tour,"This tour was an okay look at the city of Lima. The process of getting assigned to our guide and bus was a bit long and confusing. However our guides Mabel and Jaime were wonderful, informative, helpful and knowledgeable. Lima is a city of lots of traffic, and we spent a lot of time in the bus getting from one site to another. Our lunch at a restaurant in the center of town was delicious, but took way too long to get our group served and get back on our way. It isn't the tour company's fault that Lima is so crowded, and we did get to see the city much more cheaply than through the cruise ship's excursions.",3.0,Mar 2019 • Couples,2019.0,March,Couple,en,139.0,"['lima', 'tour', 'guide', 'jaime', 'mabel', 'lunch', 'bus', 'traffic', 'city', 'cruise']",379,neutral,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great tour,"Wilcox our guide met us at the mall where the shuttle bus from the ship dropped us. He was on time, spoke fluent English and was very knowledgeable. He took us to a good restaurant for lunch (Not included, but good value) he and Jaime our driver were great people to spend a day with. I would recommend this tour it was the same tour as the ship offered but far less costly.",5.0,"Written February 24, 2019",2019.0,February,Unknown,en,98.0,"['wilcox', 'guide', 'mall', 'shuttle', 'bus', 'ship', 'driver', 'jaime', 'lunch', 'recommend']",380,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discover Lima shore excursion,Took Discover Lima as a shore excursion. We had gotten a warning letter in our cabin about how dangerous it was outside the port area so we were a little concerned about having to meet outside the area but it turned out to be fine since there were taxis & other people. The cruise ship was so concerned they took passengers to a mall away from the port to drop them off. We weren't sure if we should go to the mall or outside the port. It took us a while to get the van so we were standing outside for a long time. The tour was in a van so that was nice to have fewer people. It was a typical city tour to see the sights. Nothing outstanding sticks in my mind. Our tour guide didn't provide much information about the culture just city information.  Uninspiring tour.,4.0,"Written November 10, 2018",2018.0,November,Unknown,en,119.0,"['lima', 'shore', 'excursion', 'van', 'tour', 'port', 'cruise', 'ship', 'guide', 'city']",381,neutral,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What a FANTASTIC tour!,"I was fortunate enough to book with Lima Discover, and could not recommend them highly enough. My guide was Vilko, and he made it one of the best tours I have ever taken. I would ask for him, if at all possible. Even though I booked during the high season for cruise lines coming through, I was the only one who booked for this day, so it was essentially a private tour.Vilko arrived at my AirBnB precisely on time, and proceeded to chauffeur me to any of the highlights of Lima that I was interested in. The whole time, he also provided a fascinating running commentary on the growth and history of the city, the different types of neighborhoods, the people, the traffic, etc. He also tailored his topics to those in which I am interested, which made it even better. We visited the most important churches and historic buildings in the City Center, where we also looked in at museums/shops featuring varieties of pisco, coffee, and chocolate (heaven!). He was also able to time our passing near the Presidential Palace in time to see the changing of the guards. Next we walked around part of the beautiful neighborhood of Barranco where he explained much of its history and characteristics, and we took a short break to sip coffee at a wonderful Barrancan cafe. Finally, we sampled the market in Miraflores where Vilko explained many of the different fruits, vegatables, etc., most of which I had never even heard of. Finally, he dropped me off at my place after a very satisfying 6 hours of touring.What was remarkable was that Vilko knew so many of the people we came across. He is obviously intimately familiar with the city. (In addition to being fluent in English and Spanish, he also seems to speak German.) Finally, he made the wonderful gesture of putting me in contact with one of his many contacts in the city about a possible real estate deal.Overall, I whole-heartedly recommend Lima Discover's Lima City Tour from Port of Callao to anyone who wants to see a broad swath of Lima in one day, and especially with Vilko. He is extraordinary!",5.0,Sep 2018 • Solo,2018.0,September,Solo,en,437.0,"['vilko', 'lima', 'tour', 'guide', 'city', 'barranco', 'miraflores', 'presidential palace', 'pisco', 'coffee']",382,positive,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima City Tour-very nice and thoughtful guide,"We took the shuttle from the cruise ship terminal to San Miguel Mall to meet our guide and driver. Ismael (guide) and Ricardo (driver). He took us to the Monastery of San Francisco church. Originally he was going to take us to Mira Flores and Baranca neighborhoods, but since we saw all that the day before we didn’t want to repeat, so he graciously changed our agenda to ensure we saw the most we could.While we were driving he told us about Lim and also about a lot of health products (he was a nutritionist) that are natural products and he had samples.At the Monastery it was Palm Sunday so lots of people were in church each carrying a unique palm feature. The monastery contained a catacomb system under the church that was unique. We toured it, but were not allowed to take pictures anywhere in the church. About 25,000 people were buried in the catacombs but no bodies, just a bunch of bones and no markers. Apparently that is the way it was done years ago.We also toured the monastery and that was very interesting. Also not allowed to take pictures. The most fascinating part was the library which contained about 20,000 volumes of books each one hand written. It was huge and absolutely beautifully maintained.The monastery was itself was enormous and there are still about 130 monks that are there. Since it was Palm Sunday the church was crowded because many in Peru are still very religious. Our guide paid our entrance fee of $5 each which was not in our program. Again the Catholic Church was huge and most of the individual alters were ornate as usual, with lots of gold leaf. And again the normal citizens very poor. The average monthly income is $280 US$ a month. Which is not very much. Most cannot afford to raise a family with that little income.",5.0,Mar 2018 • Friends,2018.0,March,Friends,en,509.0,"['guide', 'monastery', 'church', 'ismael', 'catacombs', 'library', 'toured', 'palm', 'san', 'francisco']",383,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An expensive trip for a great place but with an average service,"It was a average trip. The places are great and the guides too. The lunch was enforced in a dirty but expensive all you can eat for 50 soles (which is expensive). Returning to lima, there was only 3 passengers and we were fitted in another bus from another company (which was full capacity) and dropped in a diferent location. Dont know if they will bring a taxi. For the price we paid (100 usd) I would hope a better experience. Would not recomend.",3.0,Oct 2025 • Couples,2025.0,October,Couple,en,105.0,"['expensive', 'trip', 'great', 'service', 'lunch', 'bus', 'dirty', 'passengers', 'price', 'recomend']",384,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing trip!,"Franklin - our tour guide was great! He was very knowledgeable, detail oriented and approachable to answer any questions. He was very attentive to the group and checked on us periodically to make sure we were having fun.  He also shared his favorite foods and attractions in Peru! Thank you for making our day memorable, definitely an experience we won’t forget ! 🙏🩷",5.0,Sep 2025 • Couples,2025.0,September,Couple,en,73.0,"['franklin', 'tour', 'guide', 'knowledgeable', 'peru', 'attractions', 'foods', 'memorable', 'experience', 'attentive']",385,positive,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly trip,"It was good profession trip. Frankie was excellent. No over commitment, well instructed. No compulsory tips which is very annoying these days.",4.0,Sep 2025 • Solo,2025.0,September,Solo,en,28.0,"['frankie', 'trip', 'profession', 'good', 'excellent', 'instructed', 'tips', 'compulsory', 'annoying']",386,positive,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transfer to Lima,The day was super organized and Luis was able to give us super much information about the history of slave tunnels.,5.0,"Written September 27, 2025",2025.0,September,Unknown,en,23.0,"['luis', 'transfer', 'lima', 'organized', 'slave', 'tunnels', 'history', 'information']",387,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fun boat and land touch south of Peru.,"Ballestas was beautiful, but BEWARE if you get motion sick on the boat tour. I recommend Dramamine as many people on our boat got sick. The red sand beach and the Hacienda with the Slave tunnels was amazing.",5.0,"Written September 27, 2025",2025.0,September,Unknown,en,45.0,"['ballestas', 'boat', 'tour', 'motion', 'sick', 'dramamine', 'beach', 'red', 'sand', 'hacienda', 'slave', 'tunnels']",388,positive,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
